product_no,product_url,product_name,category,sub_category,price,fabric,fit_type,size_range,recommended_body_type,body_cover_features,style_tags,season,length_type,sleeve_type,color_options,recommended_age,coordination_items,product_summary,shoulder,chest,chest_measure_type,armhole,sleeve,sleeve_circumference,length,length_front,length_back,measurement_source,raw_measurements
28902,https://www.misharp.co.kr/product/detail.html?product_no=28902,실키 쿨 터치 베이직 반팔 티셔츠,블라우스/셔츠,셔츠,25100,,,55-66반,어깨좁음;하체통통,뱃살커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,반팔,블랙;화이트;브라운;카키,4050,슬랙스;데님,★ SS제작 상의 77★ 【미샵 전직원 추천 원단!!!】,38.5,47,circumference,42,19,,,,,text,"[{""어깨단면"": ""38.5""}, {""암홀둘레"": ""42""}, {""소매길이"": ""19""}, {""가슴둘레"": ""94""}]"
28803,https://www.misharp.co.kr/product/detail.html?product_no=28803,S. 미샵 뮤즈 슬리밍 티셔츠,블라우스/셔츠,셔츠,26000,면35%와 폴리에스터58%를 혼방하여 면 특유의 쾌적함은 살리되 / 폴리에스터58%를 혼방하여 면 특유의 쾌적함은 살리되,슬림핏;정핏;레글런핏;캡소매,66-66반,어깨좁음;팔뚝통통;복부체형,팔뚝커버;뱃살커버;허리라인보정,페미닌;데일리;오피스룩;모임룩,봄;여름;겨울,기본,캡소매,블랙;아이보리;베이지,4050,슬랙스;데님;스커트,★ 회원전용 20% 세일 ★ 【사이즈별/여름 버전으로 제작】,,45.5,circumference,,24.5,,,,,text,"[{""소매길이"": ""24.5""}, {""가슴둘레"": ""91""}]"
25167,https://www.misharp.co.kr/product/detail.html?product_no=25167,미샵 써머 맨투맨 티셔츠,블라우스/셔츠,셔츠,32100,코튼52% 폴리48% 혼용의 요루 원단입니다 / 폴리48% 혼용의 요루 원단입니다,레글런핏,55-77,어깨좁음;복부체형,팔뚝커버;뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,레글런소매,그레이,4050,슬랙스;데님,★ SS제작 상의 72 ★ 【인기 연그레이컬러만 마지막입고!】,,55,circumference,,38.5,,,,,text,"[{""소매길이"": ""38.5""}, {""가슴둘레"": ""110""}]"
28894,https://www.misharp.co.kr/product/detail.html?product_no=28894,로맨틱 무드 코튼 레이스 나시,,,25800,면 100% 소재를 사용하여 땀 흡수력이 뛰어나며 통기성이 매우 우수합니다 / 코튼100%의 실과 만나 과하지 않게 로맨틱한 포인트가 되는 나시형 조끼입니다,세미루즈;민소매핏,55-77,어깨좁음,뱃살커버;허리라인보정,페미닌;데일리;오피스룩,여름;가을;겨울,기본,민소매,아이보리;베이지,4050,데님;스커트,【코튼100 / 체형커버 굿】 【1차 입고량 완판/ 다음주 순차배송】,39,56.5,circumference,44,,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""44""}, {""가슴둘레"": ""113""}]"
28989,https://www.misharp.co.kr/product/detail.html?product_no=28989,다림질 제로 링클 반팔 티셔츠,블라우스/셔츠,셔츠,29500,폴리에스터95% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,루즈핏;세미루즈,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;허리라인보정,데일리,여름;겨울,롱,반팔,블랙;화이트;베이지;네이비,4050,데님;스커트,"미샵 - 다림질 제로 링클 반팔 티셔츠 (4 color) 다림질 제로 링클 반팔 티셔츠 (4 color) (해외배송 가능상품) ( 건) 다림질 제로 링클 반팔 티셔츠 (4 color) 29,500원 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 화이트 베이지 네이비 블랙 옵션선택 상품 목록 상품명 상품수 가격 다",,56,circumference,,42,,,,,text,"[{""소매길이"": ""42""}, {""가슴둘레"": ""112""}]"
27648,https://www.misharp.co.kr/product/detail.html?product_no=27648,S. 미키 반팔 레이온 잠옷 세트룩,,,19800,폴리에스터95% 스판5% 소재입니다 / 스판5% 소재입니다,슬림핏;캡소매,55-88,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,데일리;학모룩,봄;여름;가을,기본,캡소매,핑크;네이비,4050,데님,"【디즈니 라이센스/F(여성), XL(남성)】",54,56,circumference,46,24,,,,,text,"[{""어깨단면"": ""54""}, {""암홀둘레"": ""46""}, {""소매길이"": ""24""}, {""가슴둘레"": ""112""}]"
26320,https://www.misharp.co.kr/product/detail.html?product_no=26320,S. 카라 반오픈 반팔 블라우스,블라우스/셔츠,블라우스,39200,폴리 100% 소재로 들뜸 없이 여리한 결을 연출하고,,55-77,어깨좁음;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,봄;여름;겨울,기본,반팔,블랙;화이트;아이보리;베이지;그레이,4050,슬랙스;데님,"★미샵 SS제작 상의 67★ [누적 6,000장 판매 / 최강 여름 클래식T]",38.5,50.5,circumference,49,26,,,,,text,"[{""어깨단면"": ""38.5""}, {""암홀둘레"": ""49""}, {""소매길이"": ""26""}, {""가슴둘레"": ""101""}]"
28983,https://www.misharp.co.kr/product/detail.html?product_no=28983,레브 강연 냉감 캡소매 티셔츠,블라우스/셔츠,셔츠,24500,코튼70% 폴리에스터30% 혼용 소재입니다 / 코튼100% 소재에 비해서 내구성이 강하며 / 폴리에스터30% 혼용 소재입니다,루즈핏;세미루즈;캡소매,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,캡소매,아이보리;그레이,4050,슬랙스;데님;스커트,【고급 워드 자수】,,,,,,,,,,table,"[{""레브 강연 냉감 캡소매 티셔츠 (3 color)"": """"}]"
28837,https://www.misharp.co.kr/product/detail.html?product_no=28837,S. 맨투맨 반팔 블라우스,블라우스/셔츠,블라우스,32500,폴리에스터19% 혼용 소재입니다 / 레이온81% 폴리에스터19% 혼용 소재입니다,,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,롱,반팔,블랙,4050,슬랙스;데님;스커트,【컬러별 재구매율 1위】,42,56,circumference,49,22,,,,,text,"[{""어깨단면"": ""42""}, {""암홀둘레"": ""49""}, {""소매길이"": ""22""}, {""가슴둘레"": ""112""}]"
28796,https://www.misharp.co.kr/product/detail.html?product_no=28796,샌드 배색 스트라이프 티셔츠,블라우스/셔츠,셔츠,26000,코튼100% 소재입니다,세미루즈,55-77,어깨좁음;팔뚝통통,팔뚝커버;힙커버;허리라인보정,클래식;데일리;오피스룩,봄;여름;겨울,하프,긴팔,아이보리;베이지;네이비;브라운;카키,4050,데님;스커트,★ SS제작 상의 64 ★ 【브랜드 공정의 클래식 링거T】,42,49,circumference,44,19.5,,,,,text,"[{""어깨단면"": ""42""}, {""암홀둘레"": ""44""}, {""소매길이"": ""19.5""}, {""가슴둘레"": ""98""}]"
29012,https://www.misharp.co.kr/product/detail.html?product_no=29012,아이리스 아일렛 프릴 티셔츠,블라우스/셔츠,셔츠,27400,,세미루즈;정핏;드롭숄더;캡소매,55-77,어깨좁음;팔뚝통통;복부체형,팔뚝커버;뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,캡소매,아이보리;네이비,4050,슬랙스;데님,"【티셔츠이지만, 블라우스처럼~】",,48,circumference,,22,,,,,text,"[{""소매길이"": ""22""}, {""가슴둘레"": ""96""}]"
29000,https://www.misharp.co.kr/product/detail.html?product_no=29000,무아르 카라 레글런 티셔츠,블라우스/셔츠,셔츠,39500,폴리에스터90% 스판10% 혼용 소재이며 / 스판10% 혼용 소재이며,루즈핏;레글런핏,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,레글런소매,블랙;베이지,4050,슬랙스;데님;스커트,【밀도있는 고텐션 원단】,,60,circumference,,22,,,,,text,"[{""소매길이"": ""22""}, {""가슴둘레"": ""120""}]"
29015,https://www.misharp.co.kr/product/detail.html?product_no=29015,에이커 쿨 스케치 이지 잠옷 세트,,,21900,폴리에스터100% 소재입니다,,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,데일리,여름;겨울,기본,,아이보리,4050,데님,【최고의 쾌적함 최고의 펴난함】,,60,circumference,41,,,,,,text,"[{""암홀둘레"": ""41""}, {""가슴둘레"": ""120""}]"
27650,https://www.misharp.co.kr/product/detail.html?product_no=27650,에디 실켓 레글런 반팔 티셔츠,블라우스/셔츠,셔츠,26500,,레글런핏,55-77,어깨좁음;팔뚝통통,팔뚝커버;허리라인보정,클래식;페미닌;데일리;오피스룩,여름,기본,반팔,화이트;네이비,4050,데님;스커트,【네이비만 소량 제작】,,53,circumference,,30.5,,,,,text,"[{""소매길이"": ""30.5""}, {""가슴둘레"": ""106""}]"
29003,https://www.misharp.co.kr/product/detail.html?product_no=29003,소프트 돌먼 피케 티셔츠,블라우스/셔츠,셔츠,34500,,드롭숄더,55-77,어깨좁음;팔뚝통통,팔뚝커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,드롭숄더,블랙;아이보리,4050,슬랙스;데님;스커트,【얇은 써머형 PK 원단】,,55,circumference,,33,,,,,text,"[{""소매길이"": ""33""}, {""가슴둘레"": ""110""}]"
22459,https://www.misharp.co.kr/product/detail.html?product_no=22459,이중 쉬폰 슬리브리스,,,25800,,민소매핏,55-77,어깨좁음;팔뚝통통,팔뚝커버,데일리,여름;겨울,기본,민소매,블랙;아이보리;베이지;네이비;브라운,4050,데님,【사이즈별 소량 재입고!】,32,47,circumference,40,,,,,,text,"[{""어깨단면"": ""32""}, {""암홀둘레"": ""40""}, {""가슴둘레"": ""94""}]"
28716,https://www.misharp.co.kr/product/detail.html?product_no=28716,플레어 분또 텐션 티셔츠,블라우스/셔츠,셔츠,32500,코튼50% 폴리에스터,,55-77,어깨좁음;하체통통,뱃살커버;힙커버,데일리;오피스룩,겨울,기본,긴팔,블랙;아이보리;핑크,4050,데님,"미샵 - 플레어 분또 텐션 티셔츠 (3 color) 플레어 분또 텐션 티셔츠 (3 color) (해외배송 가능상품) ( 건) 플레어 분또 텐션 티셔츠 (3 color) 32,500원 320원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리 핑크 블랙 옵션선택 상품 목록 상품명 상품수 가격 플레어 분또 텐션 티셔츠",47.5,52,circumference,42,19.5,,,,,text,"[{""어깨단면"": ""47.5""}, {""암홀둘레"": ""42""}, {""소매길이"": ""19.5""}, {""가슴둘레"": ""104""}]"
25151,https://www.misharp.co.kr/product/detail.html?product_no=25151,프레피 카라 스트라이프 티셔츠,블라우스/셔츠,셔츠,35500,,레글런핏,55-77,어깨좁음,팔뚝커버,클래식;데일리;오피스룩,여름;겨울,기본,레글런소매,아이보리;네이비,4050,데님,얇고 부드러운 입체원단,,50,circumference,,29,,,,,text,"[{""소매길이"": ""29""}, {""가슴둘레"": ""100""}]"
27585,https://www.misharp.co.kr/product/detail.html?product_no=27585,오브 드로잉 반팔 티셔츠,블라우스/셔츠,셔츠,23500,코튼100% 소재입니다,,55-77,어깨좁음;하체통통,힙커버;허리라인보정,페미닌;데일리,여름,기본,반팔,화이트;베이지;네이비,4050,데님;스커트,"미샵 - 오브 드로잉 반팔 티셔츠 (2 color) 오브 드로잉 반팔 티셔츠 (2 color) (해외배송 가능상품) ( 건) 오브 드로잉 반팔 티셔츠 (2 color) 23,500원 230원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 그린 네이비 옵션선택 상품 목록 상품명 상품수 가격 오브 드로잉 반팔 티셔츠 (2 c",46,54,circumference,45,18,,,,,text,"[{""어깨단면"": ""46""}, {""암홀둘레"": ""45""}, {""소매길이"": ""18""}, {""가슴둘레"": ""108""}]"
28994,https://www.misharp.co.kr/product/detail.html?product_no=28994,라온 린넨 블렌드 반팔 티셔츠,블라우스/셔츠,셔츠,19800,,세미루즈,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,하프,반팔,블랙;화이트;아이보리;베이지;브라운,4050,슬랙스;데님,"【린넨+면, 완벽한 여름 베이직핏】",46,53,circumference,47,22.5,,,,,text,"[{""어깨단면"": ""46""}, {""암홀둘레"": ""47""}, {""소매길이"": ""22.5""}, {""가슴둘레"": ""106""}]"
28996,https://www.misharp.co.kr/product/detail.html?product_no=28996,쿨 실키 링거 스트라이프 티셔츠,블라우스/셔츠,셔츠,29800,코튼32% 폴리에스터68% 혼용 소재입니다 / 폴리에스터68% 혼용 소재입니다,레글런핏,55-77,어깨좁음;팔뚝통통,팔뚝커버;뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,하프,레글런소매,블랙;화이트;네이비,4050,데님,"미샵 - 쿨 실키 링거 스트라이프 티셔츠 (4 color) 쿨 실키 링거 스트라이프 티셔츠 (4 color) (해외배송 가능상품) ( 건) 쿨 실키 링거 스트라이프 티셔츠 (4 color) 29,800원 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 스카이 모카 네이비 블랙 옵션선택 상품 목록 상품명 상품수 가격",,57,circumference,,37,,,,,text,"[{""소매길이"": ""37""}, {""가슴둘레"": ""114""}]"
23961,https://www.misharp.co.kr/product/detail.html?product_no=23961,데일리 린넨 맨투맨,티셔츠,티셔츠,39500,,오버핏;루즈핏,55-77,어깨좁음,,클래식;데일리,여름,롱,긴팔,블랙;화이트;카키,4050,슬랙스;데님;스커트,【스킨에 닿지않는 린넨100】,56,59,circumference,45,20,,,,,text,"[{""어깨단면"": ""56""}, {""암홀둘레"": ""45""}, {""소매길이"": ""20""}, {""가슴둘레"": ""118""}]"
28987,https://www.misharp.co.kr/product/detail.html?product_no=28987,내추럴 포레스트 린넨 루즈핏 티셔츠,블라우스/셔츠,셔츠,38500,,루즈핏,55-77,어깨좁음,뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,긴팔,화이트;베이지;네이비,4050,슬랙스;데님;스커트;원피스,【린넨55%의 시원함에 여리핏까지】,,56,circumference,,74,,,,,text,"[{""소매길이"": ""74""}, {""가슴둘레"": ""112""}]"
28980,https://www.misharp.co.kr/product/detail.html?product_no=28980,블레스터 레터링 반팔 티셔츠,블라우스/셔츠,셔츠,19500,코튼100% 소재입니다,오버핏;드롭숄더,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;허리라인보정,데일리;오피스룩,여름;겨울,롱,반팔,화이트;핑크,4050,데님;스커트,"미샵 - 블레스터 레터링 반팔 티셔츠 (3 color) 블레스터 레터링 반팔 티셔츠 (3 color) (해외배송 가능상품) ( 건) 블레스터 레터링 반팔 티셔츠 (3 color) 19,500원 190원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 화이트 핑크 카멜 옵션선택 상품 목록 상품명 상품수 가격 블레스터 레터링",49,55,circumference,43,25,,,,,text,"[{""어깨단면"": ""49""}, {""암홀둘레"": ""43""}, {""소매길이"": ""25""}, {""가슴둘레"": ""110""}]"
28977,https://www.misharp.co.kr/product/detail.html?product_no=28977,오디너리 실켓 레글런 티셔츠,블라우스/셔츠,셔츠,32500,코튼100% 소재입니다,레글런핏,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,7부소매,블랙;화이트,4050,슬랙스;데님;스커트,【섬세한 실켓면/매끈함과 시원함】,,60.5,circumference,,48,,,,,text,"[{""소매길이"": ""48""}, {""가슴둘레"": ""121""}]"
28971,https://www.misharp.co.kr/product/detail.html?product_no=28971,내추럴 무드 찰랑 린넨 나시,,,22500,,정핏;민소매핏,55-66,어깨좁음,뱃살커버;허리라인보정,클래식;데일리,여름;겨울,기본,민소매,블랙;화이트;아이보리;베이지;브라운,4050,데님,【린넨55% 탁월한 통기성】,39,44,circumference,44,,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""44""}, {""가슴둘레"": ""88""}]"
26569,https://www.misharp.co.kr/product/detail.html?product_no=26569,컬러 피그먼트 레글런 티셔츠,블라우스/셔츠,셔츠,29500,,세미루즈;레글런핏,55-77,어깨좁음,팔뚝커버;허리라인보정,페미닌;데일리,여름;겨울,기본,레글런소매,화이트;아이보리;브라운,4050,데님;스커트,(고급 피그먼트 워싱),56,48.5,circumference,38,,,,,,text,"[{""어깨단면"": ""56""}, {""암홀둘레"": ""38""}, {""가슴둘레"": ""97""}]"
27786,https://www.misharp.co.kr/product/detail.html?product_no=27786,파리스 피그먼트 반팔 티셔츠,블라우스/셔츠,셔츠,15800,코튼 100% 소재입니다 / 코튼 100%로 통기성이 뛰어나고 / 코튼100% 소재입니다,오버핏,55-77,어깨좁음;복부체형;하체통통,뱃살커버;허리라인보정,클래식;데일리,여름;겨울,크롭,반팔,화이트,4050,데님,【피그먼트 워싱 코튼100】,60,60.5,circumference,42,20,,,,,text,"[{""어깨단면"": ""60""}, {""암홀둘레"": ""42""}, {""소매길이"": ""20""}, {""가슴둘레"": ""121""}]"
27772,https://www.misharp.co.kr/product/detail.html?product_no=27772,데일리 린넨 플레어 나시,,,39500,코튼40% 혼용 소재입니다,세미루즈;민소매핏,55-77,어깨좁음,허리라인보정,데일리,여름,기본,민소매,블랙;베이지;브라운,4050,슬랙스;데님,【린넨60+코튼40】,38,53,circumference,40,,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""40""}, {""가슴둘레"": ""106""}]"
28958,https://www.misharp.co.kr/product/detail.html?product_no=28958,강연 쿨 가오리 티셔츠,블라우스/셔츠,셔츠,28800,코튼75% 폴리에스터25% 혼용 소재로 여름철에 입기 좋은 고슬고슬하고 청량한 촉감을 선사하면서도 / 폴리에스터25% 혼용 소재로 여름철에 입기 좋은 고슬고슬하고 청량한 촉감을 선사하면서도,,55-77,어깨좁음;팔뚝통통,팔뚝커버;뱃살커버;힙커버;허리라인보정,데일리,여름;겨울,하프,긴팔,블랙;아이보리;그레이,4050,데님,【코튼75%/고슬고슬 강연가공】,,75,circumference,,26,,,,,text,"[{""소매길이"": ""26""}, {""가슴둘레"": ""150""}]"
26239,https://www.misharp.co.kr/product/detail.html?product_no=26239,N. 클레이 브이 맨투맨,티셔츠,티셔츠,36500,코튼100% 소재입니다,레글런핏,55-77,어깨좁음;하체통통,팔뚝커버;힙커버;허리라인보정,클래식;데일리,봄;여름;가을,기본,레글런소매,블랙;화이트;그레이;핑크;카키,4050,데님;스커트,★ SS제작 상의 39 ★,,54,circumference,,40,,,,,text,"[{""소매길이"": ""40""}, {""가슴둘레"": ""108""}]"
28953,https://www.misharp.co.kr/product/detail.html?product_no=28953,메이비 벌룬 블라우스 티셔츠,블라우스/셔츠,블라우스,34500,,벌룬소매,55-66반,어깨좁음;팔뚝통통,팔뚝커버;뱃살커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,벌룬소매,블랙;화이트;핑크,4050,슬랙스;데님;스커트,【사이즈별 제작】,,45,circumference,,34,,,,,text,"[{""소매길이"": ""34""}, {""가슴둘레"": ""90""}]"
24867,https://www.misharp.co.kr/product/detail.html?product_no=24867,프레시 강연 나시,,,11500,,민소매핏,55-66반,어깨좁음;팔뚝통통,팔뚝커버;허리라인보정,클래식;데일리,봄;여름;가을,기본,민소매,블랙;베이지,4050,데님,"미샵 - 프레시 강연 나시 (4 color) 프레시 강연 나시 (4 color) (해외배송 가능상품) ( 건) 프레시 강연 나시 (4 color) 11,500원 110원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 블랙 바이올렛 옵션선택 상품 목록 상품명 상품수 가격 프레시 강연 나시 (4 color) 수량증가 수량감소",35,47,circumference,42,,,,,,text,"[{""어깨단면"": ""35""}, {""암홀둘레"": ""42""}, {""가슴둘레"": ""94""}]"
27421,https://www.misharp.co.kr/product/detail.html?product_no=27421,데일리 무지 반팔 U넥 티셔츠,블라우스/셔츠,셔츠,19800,코튼100% 소재입니다,오버핏,55-77,어깨좁음,뱃살커버;허리라인보정,페미닌;데일리,여름;겨울,기본,반팔,블랙;화이트;그레이,4050,데님,"【코튼100 / 1+1 = 19,800원】",55,58,circumference,45,19,,,,,text,"[{""어깨단면"": ""55""}, {""암홀둘레"": ""45""}, {""소매길이"": ""19""}, {""가슴둘레"": ""116""}]"
28949,https://www.misharp.co.kr/product/detail.html?product_no=28949,어반 일러스트 루즈핏 반팔 티셔츠,블라우스/셔츠,셔츠,32800,코튼100% 소재입니다 / 코튼 100% 소재라 세탁 후 변형이 걱정되는데 어떻게 관리하나요? A,루즈핏,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버;힙커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,반팔,블랙;화이트;베이지,4050,데님,"미샵 - 어반 일러스트 루즈핏 반팔 티셔츠 (3 color) 어반 일러스트 루즈핏 반팔 티셔츠 (3 color) (해외배송 가능상품) ( 건) 어반 일러스트 루즈핏 반팔 티셔츠 (3 color) 32,800원 320원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 화이트 베이지 블랙 옵션선택 상품 목록 상품명 상품수 가격",44,58,circumference,50,33.5,,,,,text,"[{""어깨단면"": ""44""}, {""암홀둘레"": ""50""}, {""소매길이"": ""33.5""}, {""가슴둘레"": ""116""}]"
27538,https://www.misharp.co.kr/product/detail.html?product_no=27538,자가드 볼륨 블라우스 티셔츠,블라우스/셔츠,블라우스,36800,폴리에스터95% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,,55-77,어깨좁음;하체통통,뱃살커버,데일리;오피스룩,봄;여름;가을,기본,긴팔,블랙;화이트;아이보리,4050,슬랙스;데님;스커트,★ SS제작 상의 66 ★ [인기 아이 컬러만 제작],33,47.5,circumference,46,31,,,,,text,"[{""어깨단면"": ""33""}, {""암홀둘레"": ""46""}, {""소매길이"": ""31""}, {""가슴둘레"": ""95""}]"
27769,https://www.misharp.co.kr/product/detail.html?product_no=27769,모엣 실켓 포켓 반팔 티셔츠,블라우스/셔츠,셔츠,32800,,,55-77,어깨좁음;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,여름,기본,반팔,베이지,4050,데님,"미샵 - 모엣 실켓 포켓 반팔 티셔츠 (3 color) 모엣 실켓 포켓 반팔 티셔츠 (3 color) (해외배송 가능상품) ( 건) 모엣 실켓 포켓 반팔 티셔츠 (3 color) 32,800원 320원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 브릭 청록 옵션선택 상품 목록 상품명 상품수 가격 모엣 실켓 포켓 반팔 티",44.5,58,circumference,46,26.5,,,,,text,"[{""어깨단면"": ""44.5""}, {""암홀둘레"": ""46""}, {""소매길이"": ""26.5""}, {""가슴둘레"": ""116""}]"
28947,https://www.misharp.co.kr/product/detail.html?product_no=28947,실키 트윙클 썸머 반팔 니트,니트/가디건,니트,37500,,,55-66반,어깨좁음,허리라인보정,페미닌;데일리,여름;겨울,기본,반팔,블랙;그레이,4050,슬랙스;데님;스커트;니트,【은은한 금사 15% 함유】,36,50,circumference,50,20.5,,,,,text,"[{""어깨단면"": ""36""}, {""암홀둘레"": ""50""}, {""소매길이"": ""20.5""}, {""가슴둘레"": ""100""}]"
26414,https://www.misharp.co.kr/product/detail.html?product_no=26414,에비뉴 린넨 자수 반팔 티셔츠_1,블라우스/셔츠,셔츠,58500,코튼45% 믹스로 부드럽게 표현된 통기성 뛰어난 썸머 원단입니다,,55-77,어깨좁음,,데일리;오피스룩,여름,기본,반팔,화이트;카키,4050,데님,【린넨55+면45】 【인기 화이트컬러만 소량 입고】,56,60,circumference,44,19,,,,,text,"[{""어깨단면"": ""56""}, {""암홀둘레"": ""44""}, {""소매길이"": ""19""}, {""가슴둘레"": ""120""}]"
25264,https://www.misharp.co.kr/product/detail.html?product_no=25264,미샵 카라 반오픈 티셔츠,블라우스/셔츠,셔츠,34800,코튼100% 원단입니다,,55-77,어깨좁음,허리라인보정,클래식;데일리;오피스룩,여름,기본,긴팔,블랙;아이보리;소라,4050,슬랙스;데님,★ SS 제작 상의 69 ★ 【국내제작/ 브랜드 공정】,39,46,circumference,43,15,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""43""}, {""소매길이"": ""15""}, {""가슴둘레"": ""92""}]"
28946,https://www.misharp.co.kr/product/detail.html?product_no=28946,에센셜 쿨린넨 스트라이프 티셔츠,블라우스/셔츠,셔츠,29500,면80% / 폴리에스터15% / 스판5% 혼용률의 린넨 라이크 원단으로,루즈핏,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;뱃살커버,데일리,여름;겨울,기본,긴팔,블랙;화이트;소라,4050,슬랙스;데님,"【면80%, 린넨 라이크 원단】",44,54,circumference,42,24,,,,,text,"[{""어깨단면"": ""44""}, {""암홀둘레"": ""42""}, {""소매길이"": ""24""}, {""가슴둘레"": ""108""}]"
26534,https://www.misharp.co.kr/product/detail.html?product_no=26534,레트 나염 반팔 티셔츠,블라우스/셔츠,셔츠,39800,코튼100% 소재에 비해서 차르르한 맛도 있고 / 코튼55% 폴리,루즈핏;드롭숄더,55-77,어깨좁음,허리라인보정,데일리;오피스룩,봄;여름;가을,기본,반팔,아이보리,4050,데님,【코튼55/ 여름 티셔츠의 럭스】,,55.5,circumference,,40,,,,,text,"[{""소매길이"": ""40""}, {""가슴둘레"": ""111""}]"
26615,https://www.misharp.co.kr/product/detail.html?product_no=26615,모던핏 브이넥 반팔 티셔츠,블라우스/셔츠,셔츠,29500,,,55-77,어깨좁음,허리라인보정,클래식;데일리,봄;여름;겨울,기본,반팔,블랙;화이트;베이지,4050,데님,"미샵 - 모던핏 브이넥 반팔 티셔츠 (5 color) 모던핏 브이넥 반팔 티셔츠 (5 color) (해외배송 가능상품) ( 건) 모던핏 브이넥 반팔 티셔츠 (5 color) 29,500원 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 화이트 베이지 브릭 스틸블루 블랙 옵션선택 상품 목록 상품명 상품수 가격 모던핏",46,55,circumference,48,24,,,,,text,"[{""어깨단면"": ""46""}, {""암홀둘레"": ""48""}, {""소매길이"": ""24""}, {""가슴둘레"": ""110""}]"
28940,https://www.misharp.co.kr/product/detail.html?product_no=28940,앙크레 배색 자수 반팔 티셔츠,블라우스/셔츠,셔츠,28500,,,55-77,어깨좁음,뱃살커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,반팔,아이보리;네이비;브라운,4050,슬랙스;데님,"미샵 - 앙크레 배색 자수 반팔 티셔츠 (3 color) 앙크레 배색 자수 반팔 티셔츠 (3 color) (해외배송 가능상품) ( 건) 앙크레 배색 자수 반팔 티셔츠 (3 color) 28,500원 280원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리 브라운 네이비 옵션선택 상품 목록 상품명 상품수 가격 앙크레",,58,circumference,,37,,,,,text,"[{""소매길이"": ""37""}, {""가슴둘레"": ""116""}]"
