product_no,product_url,product_name,category,sub_category,price,fabric,fit_type,size_range,recommended_body_type,body_cover_features,style_tags,season,length_type,sleeve_type,color_options,recommended_age,coordination_items,product_summary,shoulder,chest,chest_measure_type,armhole,sleeve,sleeve_circumference,length,length_front,length_back,measurement_source,raw_measurements
28570,https://www.misharp.co.kr/product/detail.html?product_no=28570,60수 고밀도 고인찌 포인트 셔츠,블라우스/셔츠,셔츠,39840,면 100% 원단을 사용했습니다,세미루즈,55-77,어깨좁음,뱃살커버;허리라인보정,데일리;오피스룩,,기본,긴팔,화이트;네이비,4050,슬랙스;데님;스커트,"미샵 - 60수 고밀도 고인찌 포인트 셔츠 (3 color) 60수 고밀도 고인찌 포인트 셔츠 (3 color) (해외배송 가능상품) ( 건) 60수 고밀도 고인찌 포인트 셔츠 (3 color) 49,800원 39,840원 남은시간 1250일 21:51:36 (9,960원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 390원 (1%) 재입고 알림 SMS 상품 옵션",45,58,circumference,46,56,,,,,text,"[{""어깨단면"": ""45""}, {""암홀둘레"": ""46""}, {""소매길이"": ""56""}, {""가슴둘레"": ""116""}]"
27228,https://www.misharp.co.kr/product/detail.html?product_no=27228,브린 슬림핏 셔츠,블라우스/셔츠,셔츠,31840,코튼100% / 코튼100%로 밀도감이 느껴지며 매트하지만 손에 닿는 촉감은 부드럽습니다 / 코튼100% 소재로 매트하지만 실키한 감촉이 느껴집니다,루즈핏;슬림핏,55-66반,어깨좁음;복부체형,뱃살커버;허리라인보정,클래식;페미닌;데일리;오피스룩,,기본,긴팔,블랙,4050,슬랙스;데님;니트,【스판력있어 더 맵시감좋은 핏】,40.5,50,circumference,44,58,,,,,text,"[{""어깨단면"": ""40.5""}, {""암홀둘레"": ""44""}, {""소매길이"": ""58""}, {""가슴둘레"": ""100""}]"
27308,https://www.misharp.co.kr/product/detail.html?product_no=27308,(기획) 모던 셔츠 니트 조끼 세트,니트/가디건,니트,34500,코튼80% 폴리에스터20% 혼용 소재입니다 / 폴리에스터20% 혼용 소재입니다 / 폴리에스터80% 아크릴20% 혼용 소재입니다,,55-66반,어깨좁음;하체통통,,클래식;페미닌;데일리,,기본,긴팔,네이비,4050,슬랙스;데님;스커트;니트,【세트기획가/셔츠+조끼/국내생산】,41.5,51.5,circumference,50,55.5,,,,,text,"[{""어깨단면"": ""41.5""}, {""암홀둘레"": ""50""}, {""소매길이"": ""55.5""}, {""가슴둘레"": ""103""}]"
26769,https://www.misharp.co.kr/product/detail.html?product_no=26769,소프트 에코 레더 셔츠 자켓,아우터,자켓,54800,,오버핏,55-77,어깨좁음,,데일리,봄,기본,긴팔,블랙;베이지,4050,데님;원피스,"미샵 - 소프트 에코 레더 셔츠 자켓 (2 color) 소프트 에코 레더 셔츠 자켓 (2 color) (해외배송 가능상품) ( 건) 소프트 에코 레더 셔츠 자켓 (2 color) 68,500원 54,800원 남은시간 1250일 21:51:31 (13,700원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 540원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수",55,70,circumference,56,52.5,,,,,text,"[{""어깨단면"": ""55""}, {""암홀둘레"": ""56""}, {""소매길이"": ""52.5""}, {""가슴둘레"": ""140""}]"
26863,https://www.misharp.co.kr/product/detail.html?product_no=26863,뮤어 셔츠 믹스 니트,니트/가디건,니트,34900,,정핏,55-77,어깨좁음;하체통통,,데일리,,기본,긴팔,화이트;베이지,4050,슬랙스;데님;니트,【화이트셔츠와 니트가 하나로】,49,50,circumference,36,55,,,,,text,"[{""어깨단면"": ""49""}, {""암홀둘레"": ""36""}, {""소매길이"": ""55""}, {""가슴둘레"": ""100""}]"
27403,https://www.misharp.co.kr/product/detail.html?product_no=27403,뷔스티에 블라우스 셔츠,블라우스/셔츠,블라우스,36400,폴리에스터95% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,,55-77,어깨좁음;하체통통,뱃살커버,데일리;오피스룩,,기본,긴팔,아이보리,4050,데님;스커트,"미샵 - 뷔스티에 블라우스 셔츠 (3 color) 뷔스티에 블라우스 셔츠 (3 color) (해외배송 가능상품) ( 건) 뷔스티에 블라우스 셔츠 (3 color) 45,500원 36,400원 남은시간 1250일 21:51:28 (9,100원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 360원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해",39,49,circumference,45,59.5,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""45""}, {""소매길이"": ""59.5""}, {""가슴둘레"": ""98""}]"
28245,https://www.misharp.co.kr/product/detail.html?product_no=28245,뉴트럴 피치 루즈핏 셔츠,블라우스/셔츠,셔츠,23840,,오버핏;루즈핏,55-77,어깨좁음,,데일리,겨울,기본,긴팔,아이보리,4050,슬랙스;데님;스커트,【따스하고 보드라운 피치코튼】,52,61,circumference,46,56,,,,,text,"[{""어깨단면"": ""52""}, {""암홀둘레"": ""46""}, {""소매길이"": ""56""}, {""가슴둘레"": ""122""}]"
28472,https://www.misharp.co.kr/product/detail.html?product_no=28472,텐더 체크 셔츠_1,블라우스/셔츠,셔츠,20640,,루즈핏,55-77,어깨좁음;하체통통,힙커버,데일리,,기본,긴팔,블랙,4050,데님;니트,【남녀노소 불문한 온가족 체크 셔츠】,56.5,66.5,circumference,52,114,,,,,text,"[{""어깨단면"": ""56.5""}, {""암홀둘레"": ""52""}, {""소매길이"": ""114""}, {""가슴둘레"": ""133""}]"
24744,https://www.misharp.co.kr/product/detail.html?product_no=24744,플리츠 스카프 블라우스,블라우스/셔츠,블라우스,31600,폴리에스터 100% 소재로 매끄럽고 가벼운 촉감이 느껴집니다,세미루즈;정핏,66반-77,어깨좁음;복부체형,뱃살커버;허리라인보정,클래식;페미닌;데일리;오피스룩,봄;여름;가을,기본,긴팔,블랙;화이트;그레이,4050,슬랙스;데님;니트,"미샵 - 플리츠 스카프 블라우스 (3 color) 플리츠 스카프 블라우스 (3 color) (해외배송 가능상품) ( 건) 플리츠 스카프 블라우스 (3 color) 39,500원 31,600원 남은시간 1250일 21:51:24 (7,900원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 310원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해",35,51.5,circumference,49,59,,,,,text,"[{""어깨단면"": ""35""}, {""암홀둘레"": ""49""}, {""소매길이"": ""59""}, {""가슴둘레"": ""103""}]"
28227,https://www.misharp.co.kr/product/detail.html?product_no=28227,모카 무드 체크 셔츠,블라우스/셔츠,셔츠,29800,코튼100% 소재입니다,세미루즈,55-77,어깨좁음,,데일리,봄;가을;겨울,기본,긴팔,브라운,4050,슬랙스;데님;니트,"미샵 - 모카 무드 체크 셔츠 (2 color) 모카 무드 체크 셔츠 (2 color) (해외배송 가능상품) ( 건) 모카 무드 체크 셔츠 (2 color) 42,500원 29,800원 남은시간 1250일 21:51:23 (12,700원 할인) 2017-01-12 00:00 ~ 2029-12-31 12:00 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세",45,61.5,circumference,50,55,,,,,text,"[{""어깨단면"": ""45""}, {""암홀둘레"": ""50""}, {""소매길이"": ""55""}, {""가슴둘레"": ""123""}]"
28231,https://www.misharp.co.kr/product/detail.html?product_no=28231,베르 드레이프 네크라인 블라우스,블라우스/셔츠,블라우스,32100,폴리에스터20% 혼용 소재입니다 / 레이온80% 폴리에스터20% 혼용 소재입니다,,55-66반,어깨좁음;복부체형;하체통통,허리라인보정,데일리,봄;가을;겨울,롱,긴팔,,4050,슬랙스;데님;스커트,"미샵 - 베르 드레이프 네크라인 블라우스 (3 color) 베르 드레이프 네크라인 블라우스 (3 color) (해외배송 가능상품) ( 건) 베르 드레이프 네크라인 블라우스 (3 color) 45,800원 32,100원 남은시간 1250일 21:51:21 (13,700원 할인) 2017-02-03 00:00 ~ 2029-12-31 12:00 320원 (1%) 재입고 알림 SMS 상품 옵션 컬러",41,52,circumference,48,58,,,,,text,"[{""어깨단면"": ""41""}, {""암홀둘레"": ""48""}, {""소매길이"": ""58""}, {""가슴둘레"": ""104""}]"
28072,https://www.misharp.co.kr/product/detail.html?product_no=28072,더블 거즈 레글런 블라우스,블라우스/셔츠,블라우스,41700,면100%의 더블거즈 코튼 소재입니다,세미루즈;레글런핏,55-77,어깨좁음,팔뚝커버;허리라인보정,페미닌;데일리,,기본,레글런소매,베이지;브라운,4050,데님,【포근한 입체가공의 코튼100】,,62,circumference,,67,,,,,text,"[{""소매길이"": ""67""}, {""가슴둘레"": ""124""}]"
28075,https://www.misharp.co.kr/product/detail.html?product_no=28075,로나 반오픈 클래식 셔츠 블라우스,블라우스/셔츠,블라우스,42240,코튼65% 나일론35% 혼용 소재입니다 / 나일론35% 혼용 소재입니다,세미루즈,55-77,어깨좁음;하체통통,허리라인보정,클래식;페미닌;데일리,여름;겨울,기본,긴팔,블랙;화이트,4050,데님,"미샵 - 로나 반오픈 클래식 셔츠 블라우스 (2 color) 로나 반오픈 클래식 셔츠 블라우스 (2 color) (해외배송 가능상품) ( 건) 로나 반오픈 클래식 셔츠 블라우스 (2 color) 52,800원 42,240원 남은시간 1250일 21:51:18 (10,560원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 420원 (1%) 재입고 알림 SMS 상품 옵션",48,61,circumference,52,57.5,,,,,text,"[{""어깨단면"": ""48""}, {""암홀둘레"": ""52""}, {""소매길이"": ""57.5""}, {""가슴둘레"": ""122""}]"
27962,https://www.misharp.co.kr/product/detail.html?product_no=27962,요조 핀턱 긴팔 블라우스,블라우스/셔츠,블라우스,42000,코튼30% 폴리에스터70% 혼용 소재입니다 / 폴리에스터70% 혼용 소재입니다,세미루즈,55-66반,어깨좁음;하체통통,뱃살커버;허리라인보정,클래식;데일리,,기본,긴팔,네이비,4050,슬랙스;데님,"미샵 - 요조 핀턱 긴팔 블라우스 (2 color) 요조 핀턱 긴팔 블라우스 (2 color) (해외배송 가능상품) ( 건) 요조 핀턱 긴팔 블라우스 (2 color) 52,500원 42,000원 남은시간 1250일 21:51:16 (10,500원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 420원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을",39,46,circumference,46,61,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""46""}, {""소매길이"": ""61""}, {""가슴둘레"": ""92""}]"
26151,https://www.misharp.co.kr/product/detail.html?product_no=26151,로엔 프릴 블라우스,블라우스/셔츠,블라우스,24400,,,55-66반,어깨좁음,허리라인보정,클래식;페미닌;데일리;오피스룩,봄;가을;간절기,기본,긴팔,화이트,4050,슬랙스;데님;스커트;니트,"미샵 - 로엔 프릴 블라우스 (2 color) 로엔 프릴 블라우스 (2 color) (해외배송 가능상품) ( 건) 로엔 프릴 블라우스 (2 color) 34,800원 24,400원 남은시간 1250일 21:51:15 (10,400원 할인) 2017-02-03 00:00 ~ 2029-12-31 12:00 240원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 -",34,48.5,circumference,47,61,,,,,text,"[{""어깨단면"": ""34""}, {""암홀둘레"": ""47""}, {""소매길이"": ""61""}, {""가슴둘레"": ""97""}]"
27500,https://www.misharp.co.kr/product/detail.html?product_no=27500,루어 레이온 셔츠 팬츠 세트,팬츠,팬츠,37200,레이온85% 나일론15% 혼용 소재입니다 / 나일론15% 혼용 소재입니다,와이드핏;루즈핏,55-77,어깨좁음;복부체형;하체통통,뱃살커버;힙커버,데일리,,기본,없음,베이지,4050,데님,【상하 별도 스타일링으로도 좋아요】,54,59.5,circumference,53,45,,,,,text,"[{""어깨단면"": ""54""}, {""암홀둘레"": ""53""}, {""소매길이"": ""45""}, {""가슴둘레"": ""119""}]"
26215,https://www.misharp.co.kr/product/detail.html?product_no=26215,스판 스트라이프 레귤러 셔츠,블라우스/셔츠,셔츠,27840,코튼60% 나일론35% 스판5% 혼용의 소재로 형태감이 깨끗하며 / 코튼60% 나일론 / 나일론35% 스판5% 혼용의 소재로 형태감이 깨끗하며 / 스판5% 혼용의 뛰어난 텐션으로 움직임이 아주 편안합니다,정핏,55-66,어깨좁음,허리라인보정,클래식;데일리,,기본,긴팔,블랙,4050,데님,"미샵 - 스판 스트라이프 레귤러 셔츠 (2 color) 스판 스트라이프 레귤러 셔츠 (2 color) (해외배송 가능상품) ( 건) 스판 스트라이프 레귤러 셔츠 (2 color) 34,800원 27,840원 남은시간 1250일 21:51:12 (6,960원 할인) 2024-11-26 12:00 ~ 2029-12-31 12:00 270원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수]",37,45,circumference,46,60.5,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""46""}, {""소매길이"": ""60.5""}, {""가슴둘레"": ""90""}]"
27184,https://www.misharp.co.kr/product/detail.html?product_no=27184,바이오 쌍침 루즈핏 셔츠,블라우스/셔츠,셔츠,22800,코튼100% 소재입니다,루즈핏;드롭숄더,55-77,어깨좁음,허리라인보정,데일리,여름,기본,드롭숄더,아이보리,4050,슬랙스;데님;니트,"미샵 - 바이오 쌍침 루즈핏 셔츠 (2 color) 바이오 쌍침 루즈핏 셔츠 (2 color) (해외배송 가능상품) ( 건) 바이오 쌍침 루즈핏 셔츠 (2 color) 32,500원 22,800원 남은시간 155일 09:46:11 (9,700원 할인) 2017-02-21 00:00 ~ 2026-12-31 23:55 220원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택",61,67,circumference,46,52,,,,,text,"[{""어깨단면"": ""61""}, {""암홀둘레"": ""46""}, {""소매길이"": ""52""}, {""가슴둘레"": ""134""}]"
28812,https://www.misharp.co.kr/product/detail.html?product_no=28812,2타입 올라운더 에어 텐션 원피스,원피스/스커트,원피스,27500,나일론90% 스판10% 혼용 소재입니다 / 스판10% 혼용 소재입니다,A라인;루즈핏;민소매핏,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,민소매,블랙,4050,데님;원피스,"【숏,기본 길이별 / '격식'과 '시원함'】",36.5,53,circumference,49,23,,,,,text,"[{""어깨단면"": ""36.5""}, {""암홀둘레"": ""49""}, {""소매길이"": ""23""}, {""가슴둘레"": ""106""}]"
27811,https://www.misharp.co.kr/product/detail.html?product_no=27811,델마 시어 체크 반팔 원피스,원피스/스커트,원피스,35800,,기본라인,55-77,어깨좁음;복부체형;하체통통,힙커버,페미닌;데일리;오피스룩,여름,기본,반팔,블랙;핑크,4050,데님;스커트;원피스,"미샵 - 델마 시어 체크 반팔 원피스 (3 color) 델마 시어 체크 반팔 원피스 (3 color) (해외배송 가능상품) ( 건) 델마 시어 체크 반팔 원피스 (3 color) 35,800원 350원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 크림 핑크 블랙 옵션선택 상품 목록 상품명 상품수 가격 델마 시어 체크 반",39,52,circumference,49,26,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""49""}, {""소매길이"": ""26""}, {""가슴둘레"": ""104""}]"
26463,https://www.misharp.co.kr/product/detail.html?product_no=26463,딥 블루 체크 브이 반팔 원피스,원피스/스커트,원피스,59800,,기본라인,55-77,어깨좁음;팔뚝통통;복부체형,팔뚝커버;뱃살커버;힙커버;허리라인보정,클래식;데일리,여름;겨울,기본,반팔,블랙;네이비,4050,데님;원피스,"【1,500장 판매 돌파】",36,53,circumference,58,29,,,,,text,"[{""어깨단면"": ""36""}, {""암홀둘레"": ""58""}, {""소매길이"": ""29""}, {""가슴둘레"": ""106""}]"
23996,https://www.misharp.co.kr/product/detail.html?product_no=23996,아렌 쿨 체크 원피스,원피스/스커트,원피스,58500,,A라인,55-77,어깨좁음;복부체형;하체통통,뱃살커버;힙커버;허리라인보정,데일리,여름;겨울,기본,긴팔,블랙,4050,데님;원피스,【인기 블루 컬러 마지막 입고】,34,50,circumference,46,24,,,,,text,"[{""어깨단면"": ""34""}, {""암홀둘레"": ""46""}, {""소매길이"": ""24""}, {""가슴둘레"": ""100""}]"
27635,https://www.misharp.co.kr/product/detail.html?product_no=27635,오션 쿨링 밴딩 원피스,원피스/스커트,원피스,48500,폴리에스터70% 나일론30% 혼용 소재입니다 / 나일론30% 혼용 소재입니다,기본라인,55-66반,어깨좁음;복부체형;하체통통,뱃살커버;힙커버;허리라인보정,데일리;오피스룩,여름,롱,긴팔,네이비,4050,데님;원피스,"미샵 - 오션 쿨링 밴딩 원피스 (2 color) 오션 쿨링 밴딩 원피스 (2 color) (해외배송 가능상품) ( 건) 오션 쿨링 밴딩 원피스 (2 color) 48,500원 480원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 스카이블루 다크네이비 옵션선택 상품 목록 상품명 상품수 가격 오션 쿨링 밴딩 원피스 (2",34,50,circumference,53,27,,,,,text,"[{""어깨단면"": ""34""}, {""암홀둘레"": ""53""}, {""소매길이"": ""27""}, {""가슴둘레"": ""100""}]"
22726,https://www.misharp.co.kr/product/detail.html?product_no=22726,로렐 원피스,원피스/스커트,원피스,78500,,A라인,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩,여름;겨울,롱,긴팔,블랙,4050,데님;원피스,"미샵 - 로렐 원피스 (1 color) 로렐 원피스 (1 color) (해외배송 가능상품) ( 건) 로렐 원피스 (1 color) 78,500원 780원 (1%) 재입고 알림 SMS 상품 옵션 옵션선택 상품 목록 상품명 상품수 가격 로렐 원피스 (1 color) 수량증가 수량감소 78500 ( 780 ) 옵션 정보 바로구매 예약주문 SOLD OUT 로렐 원피스 (1 color) 78,500원",37,50,circumference,48,26,,,,,text,"[{""어깨단면"": ""37""}, {""암홀둘레"": ""48""}, {""소매길이"": ""26""}, {""가슴둘레"": ""100""}]"
27715,https://www.misharp.co.kr/product/detail.html?product_no=27715,몰티즈 쿨링 잠옷 홈웨어 원피스,원피스/스커트,원피스,18500,폴리에스터95% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,슬림핏,55-88,어깨좁음;복부체형;하체통통,힙커버,데일리,여름,기본,,화이트;네이비,4050,데님;원피스,"미샵 - 몰티즈 쿨링 잠옷 홈웨어 원피스 (3 color) 몰티즈 쿨링 잠옷 홈웨어 원피스 (3 color) (해외배송 가능상품) ( 건) 몰티즈 쿨링 잠옷 홈웨어 원피스 (3 color) 18,500원 180원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 1화이트 2그린 3네이비 사이즈 - [필수] 옵션을 선택해 주세",37.5,55,circumference,38,,,,,,text,"[{""어깨단면"": ""37.5""}, {""암홀둘레"": ""38""}, {""가슴둘레"": ""110""}]"
27803,https://www.misharp.co.kr/product/detail.html?product_no=27803,클래식 체크 시어서커 원피스,원피스/스커트,원피스,84500,,세미루즈,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,긴팔,네이비;카키,4050,데님;원피스,【고밀도 코튼 쾌적한 시어서커】,,60.5,circumference,,32,,,,,text,"[{""소매길이"": ""32""}, {""가슴둘레"": ""121""}]"
27730,https://www.misharp.co.kr/product/detail.html?product_no=27730,라이트 카라 반오픈 원피스,원피스/스커트,원피스,45800,나일론100% 소재입니다,기본라인,55-77,어깨좁음;복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩;모임룩,여름,기본,긴팔,베이지;네이비,4050,데님;원피스,"미샵 - 라이트 카라 반오픈 원피스 (2 color) 라이트 카라 반오픈 원피스 (2 color) (해외배송 가능상품) ( 건) 라이트 카라 반오픈 원피스 (2 color) 45,800원 450원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 베이지 네이비 옵션선택 상품 목록 상품명 상품수 가격 라이트 카라 반오픈 원피스",41,57,circumference,50,26,,,,,text,"[{""어깨단면"": ""41""}, {""암홀둘레"": ""50""}, {""소매길이"": ""26""}, {""가슴둘레"": ""114""}]"
28995,https://www.misharp.co.kr/product/detail.html?product_no=28995,쁘띠 도트 플리츠 플러터 원피스,원피스/스커트,원피스,35500,폴리에스터100%의 쉬폰 소재를 사용하여 찰랑이고 부드러운 실루엣을 연출합니다 / 폴리에스터 100% 원단을 매치하여 비침 걱정 없이 안정적이고 편안하게 착용하실 수 있습니다,슬림핏;세미루즈,55-77,어깨좁음;팔뚝통통;복부체형,팔뚝커버;뱃살커버;허리라인보정,클래식;데일리;오피스룩,겨울,기본,긴팔,블랙,4050,데님;원피스,"미샵 - 쁘띠 도트 플리츠 플러터 원피스 (2 color) 쁘띠 도트 플리츠 플러터 원피스 (2 color) (해외배송 가능상품) ( 건) 쁘띠 도트 플리츠 플러터 원피스 (2 color) 35,500원 350원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 레드버건디 옵션선택 상품 목록 상품명 상품수 가격 쁘띠 도트 플",38,52,circumference,46,22.5,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""46""}, {""소매길이"": ""22.5""}, {""가슴둘레"": ""104""}]"
29011,https://www.misharp.co.kr/product/detail.html?product_no=29011,세린 슬릿 쿨 레이온 원피스,원피스/스커트,원피스,59500,,A라인;슬림핏,55-77,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,긴팔,그레이;카키,4050,데님;원피스,"미샵 - 세린 슬릿 쿨 레이온 원피스 (2 color) 세린 슬릿 쿨 레이온 원피스 (2 color) (해외배송 가능상품) ( 건) 세린 슬릿 쿨 레이온 원피스 (2 color) 59,500원 590원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 카키그레이 먹색 옵션선택 상품 목록 상품명 상품수 가격 세린 슬릿 쿨 레이",39,55,circumference,50,23.5,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""50""}, {""소매길이"": ""23.5""}, {""가슴둘레"": ""110""}]"
23949,https://www.misharp.co.kr/product/detail.html?product_no=23949,베르디 원피스,원피스/스커트,원피스,83500,,기본라인,55-77,어깨좁음;팔뚝통통;복부체형,팔뚝커버;뱃살커버;힙커버;허리라인보정,데일리;오피스룩,여름,롱,긴팔,블랙;그레이,4050,데님;스커트;원피스,【브랜드 공정과 납품 그대로】,,61,circumference,,25,,,,,text,"[{""소매길이"": ""25""}, {""가슴둘레"": ""122""}]"
29002,https://www.misharp.co.kr/product/detail.html?product_no=29002,내추럴 드레이프 랩 원피스,원피스/스커트,원피스,87500,레이온70% 나일론30% 혼용의 찰랑이고 매끄러운 텍스처 덕분에 피부에 닿았을 때 부드럽고 시원한 청량감을 선사하며 / 나일론30% 혼용의 찰랑이고 매끄러운 텍스처 덕분에 피부에 닿았을 때 부드럽고 시원한 청량감을 선사하며,랩핏;슬림핏,55-77,어깨좁음;복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,긴팔,베이지,4050,데님;원피스,"미샵 - 내추럴 드레이프 랩 원피스 (3 color) 내추럴 드레이프 랩 원피스 (3 color) (해외배송 가능상품) ( 건) 내추럴 드레이프 랩 원피스 (3 color) 87,500원 870원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 크림베이지 스카이 차콜 옵션선택 상품 목록 상품명 상품수 가격 내추럴 드레이프",46,59,circumference,52,22.5,,,,,text,"[{""어깨단면"": ""46""}, {""암홀둘레"": ""52""}, {""소매길이"": ""22.5""}, {""가슴둘레"": ""118""}]"
28993,https://www.misharp.co.kr/product/detail.html?product_no=28993,노멀 입체 포켓 밴딩 스커트,원피스/스커트,스커트,38500,,기본라인,55-66반,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리,여름;겨울,크롭,없음,블랙;베이지,4050,데님;스커트;니트,"【길이도, 허리밴딩도 완벽 편하게】",,,,,,,,,,,
26476,https://www.misharp.co.kr/product/detail.html?product_no=26476,S. 모드 원피스 블라우스 세트,블라우스/셔츠,블라우스,59500,,민소매핏,55-66반,어깨좁음;복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,여름,기본,민소매,베이지,4050,데님;원피스,"미샵 - S. 모드 원피스 블라우스 세트 (2 color) S. 모드 원피스 블라우스 세트 (2 color) (해외배송 가능상품) ( 건) S. 모드 원피스 블라우스 세트 (2 color) 59,500원 590원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 베이지 먹 옵션선택 상품 목록 상품명 상품수 가격 S. 모드 원",39,47,circumference,50,21,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""50""}, {""소매길이"": ""21""}, {""가슴둘레"": ""94""}]"
28988,https://www.misharp.co.kr/product/detail.html?product_no=28988,가든 티어드 체크 원피스,원피스/스커트,원피스,46500,,루즈핏;퍼프소매,55-77,어깨좁음;팔뚝통통;복부체형,팔뚝커버;뱃살커버;허리라인보정,클래식;데일리,여름;겨울,기본,퍼프소매,네이비,4050,데님;원피스,"미샵 - 가든 티어드 체크 원피스 (1 color) 가든 티어드 체크 원피스 (1 color) (해외배송 가능상품) ( 건) 가든 티어드 체크 원피스 (1 color) 46,500원 460원 (1%) 재입고 알림 SMS 상품 옵션 옵션선택 상품 목록 상품명 상품수 가격 가든 티어드 체크 원피스 (1 color) 수량증가 수량감소 46500 ( 460 ) 옵션 정보 바로구매 예약주문 SOLD",34,50,circumference,52,22.5,,,,,text,"[{""어깨단면"": ""34""}, {""암홀둘레"": ""52""}, {""소매길이"": ""22.5""}, {""가슴둘레"": ""100""}]"
23934,https://www.misharp.co.kr/product/detail.html?product_no=23934,페이즐 쿨 랩 원피스,원피스/스커트,원피스,76500,,랩핏,55-77,어깨좁음;복부체형;하체통통,힙커버,클래식;데일리,여름,롱,긴팔,,4050,데님;원피스,"미샵 - 페이즐 쿨 랩 원피스 (2 color) 페이즐 쿨 랩 원피스 (2 color) (해외배송 가능상품) ( 건) 페이즐 쿨 랩 원피스 (2 color) 76,500원 760원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 블루 옵션선택 상품 목록 상품명 상품수 가격 페이즐 쿨 랩 원피스 (2 color) 수량증가 수",39,48,circumference,49,23,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""49""}, {""소매길이"": ""23""}, {""가슴둘레"": ""96""}]"
28978,https://www.misharp.co.kr/product/detail.html?product_no=28978,잔잔 체크 캉캉 롱 스커트,원피스/스커트,스커트,29800,,A라인;플레어핏;민소매핏,55-66,복부체형;하체통통,허리라인보정,페미닌;데일리,봄;여름;가을,롱,없음,블랙;화이트,4050,데님;스커트;니트,"미샵 - 잔잔 체크 캉캉 롱 스커트 (2 color) 잔잔 체크 캉캉 롱 스커트 (2 color) (해외배송 가능상품) ( 건) 잔잔 체크 캉캉 롱 스커트 (2 color) 29,800원 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 화이트 블랙 옵션선택 상품 목록 상품명 상품수 가격 잔잔 체크 캉캉 롱 스커트",,,,,,,,,,,
